response,Model,Determinant,est,ci.lower,ci.upper,pval
R,2a,(Intercept),-3.4166418951086612,-3.5592339953909966,-3.279660362344486,0
R,2a,QRDR_mutations,3.359769565844751,3.1796617060850525,3.554366432819002,0
R,2a,acquired_genes,4.134121911828644,3.941850803401692,4.330369751691936,0
R,2a,aac6,1.983594806044621,1.735865354360587,2.2347628845742813,0
R,2b,(Intercept),-3.459984101266124,-3.612014524581538,-3.3146717955156375,0
R,2b,QRDR_mutations,3.5011739160267674,3.3001930006094775,3.7197949855961414,0
R,2b,aac6,2.279938965475559,1.8895847084049957,2.653651698406652,0
R,2b,acquired_genes,4.173491674316774,3.960810717314324,4.390960916070559,0
R,2b,QRDR_mutations:aac6,-1.2574688676107877,-1.662181698478578,-0.7986469305300893,2.3180753262463938e-6
R,2b,aac6:acquired_genes,-0.27299202825240776,-0.759931633269122,0.2313737981104811,0.2846061057305068
NWT,2a,(Intercept),-2.228165410397628,-2.315424101100622,-2.142854063806763,0
NWT,2a,QRDR_mutations,2.907789511740015,2.7260112185214487,3.108078203576683,0
NWT,2a,acquired_genes,4.316978836806596,4.09566050938061,4.548248196863146,0
NWT,2a,aac6,1.4945379052447159,1.2230860613716543,1.7661629677611834,0
NWT,2b,(Intercept),-2.2531241190995535,-2.342420183085158,-2.16591063833846,0
NWT,2b,QRDR_mutations,3.0330610554077824,2.829326312834934,3.259609571175312,0
NWT,2b,aac6,1.8198291531453223,1.495363085013317,2.138356237673144,0
NWT,2b,acquired_genes,4.4280511798983415,4.176687845637519,4.6935765724255365,0
NWT,2b,QRDR_mutations:aac6,-1.0617582017566611,-1.4692485890032283,-0.5938261479856173,6.637433365930256e-5
NWT,2b,aac6:acquired_genes,-0.6450561964302477,-1.1813337458966993,-0.08896862958322113,0.023473179892501306
